// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

1087,ORK_HERO,Orc Hero,Orc Hero,37,362000,1,106920,97200,1,997,644,197,70,97,82,107,71,144,43,10,12,2,7,42,0x6283695,1,1678,780,648,53460,18687,1143,19179,2399,4033,3179,7965,4020,14090,4866,28458,1541,14147,4133,11588,1279,20312,1805,964,1831,22748,870,19828,3728,7760,2106
1088,VOCAL,Vocal,Vocal,17,3317,1,99,79,1,68,13,77,26,77,26,26,30,53,40,10,12,1,4,22,0x2003695,129,1080,648,480,0,4626,569,14627,1176,5462,768,14259,1271,2303,3642,15008,2875,5305,3224,2980,2457,32263,917,18948,3347,31486,1048,25144,1348,4209,2997
1089,TOAD,Toad,Toad,31,660,1,162,183,1,31,30,24,6,32,19,27,10,24,5,10,12,1,5,21,0x6203695,129,1236,336,432,0,2505,3639,13936,592,14258,3641,5464,4464,4780,4990,20727,2900,6955,3111,5358,272,6188,1976,9055,4873,5920,3387,4406,2250,28110,4546
1090,MASTERING,Mastering,Mastering,61,1260,1,315,354,1,80,30,48,31,35,21,41,12,29,60,10,12,1,3,21,0x6203695,129,1072,672,480,0,4563,1525,5864,3466,19269,1749,16715,1650,19568,3393,1579,819,14590,528,2350,426,13064,2575,13957,2481,6197,2706,2336,2130,2469,415
1091,DRAGON_FLY,Dragon Fly,Dragon Fly,75,1035,1,360,405,1,120,51,57,28,37,44,30,15,44,15,10,12,0,4,24,0x6203695,1,1076,576,480,0,19663,4326,31245,2399,20374,3575,24218,1481,31559,3544,7937,1653,7824,1339,22901,3865,5603,1170,11547,2025,12260,3105,5053,2201,14733,4134
1092,VAGABOND_WOLF,Vagabond Wolf,Vagabond Wolf,79,8203,1,1422,2601,1,882,31,102,51,72,63,55,29,90,15,10,12,1,2,22,0x6203695,129,1048,648,432,0,6538,3103,4754,2925,7823,548,4488,4898,6178,738,15174,2385,13304,3030,13223,4783,4292,1226,24133,4124,31041,3728,1409,247,13127,1876
1093,ECLIPSE,Eclipse,Eclipse,47,625,1,207,233,1,91,10,50,20,20,28,35,17,27,55,10,12,1,2,60,0x6203695,129,1456,456,336,0,13897,1311,31481,386,4274,1759,14252,1983,7576,1017,2575,3194,1053,1590,12175,3998,28000,4679,6344,1892,2728,4205,633,4650,22851,1392
1094,AMBERNITE,Ambernite,Ambernite,21,340,1,117,87,1,19,13,28,0,16,20,11,10,21,5,10,12,2,4,21,0x2000091,129,2048,648,648,0,13962,3002,5752,2392,20934,1071,4073,1961,17298,2366,27161,3487,17396,4214,13016,2632,6635,2231,2162,2573,4325,1333,5616,3413,2838,1466
1095,ANDRE,Andre,Andre,51,724,1,216,243,1,49,27,55,16,11,20,40,10,24,10,10,12,0,4,22,0x2001081,129,1288,288,384,0,12549,2494,22207,3407,1766,4224,7362,3491,31217,2366,5509,3828,5133,2830,4012,3450,2949,1149,7971,3903,7142,1101,24166,267,5460,2532
1096,ANGELING,Angeling,Angeling,111,19800,1,3060,2693,1,745,269,72,238,58,50,33,105,67,200,10,12,1,8,86,0x6203695,129,1072,672,672,0,12654,1831,24150,3195,6342,2457,1525,1532,12039,1202,4292,2030,1715,2839,2913,1794,6697,188,13445,2225,12636,2394,1600,2132,16361,2106
1097,ANT_EGG,Ant Egg,Ant Egg,18,530,1,180,203,1,1,1,68,45,5,1,65,5,10,30,10,12,0,0,60,0x0,1,1001,1,1,0,28202,1502,7709,2451,1241,1112,7538,4179,20211,103,4382,3978,20538,3812,12306,1692,31063,3644,13018,3737,14024,2687,7701,2281,9107,1451
1098,ANUBIS,Anubis,Anubis,55,18826,1,3356,2450,1,1879,490,103,48,88,67,40,128,89,55,10,12,2,7,49,0x3695,129,1250,720,576,0,20283,631,6462,4444,4292,2180,5088,324,7182,3291,24116,3174,5358,1166,20782,3580,11567,3235,7959,2076,4501,2887,4286,2412,15143,3155
1099,ARGIOPE,Argiope,Argiope,141,3105,1,810,912,1,628,82,88,32,60,23,40,30,20,30,10,12,2,4,25,0x2003695,129,1792,792,336,0,18608,3724,12765,1026,1077,4185,7815,1402,31410,1360,27174,773,12619,4937,13281,2340,4746,4868,1494,4675,27115,4404,31301,3305,20425,3391
1100,ARGOS,Argos,Argos,73,1005,1,360,405,1,119,22,58,8,38,17,25,5,26,15,10,12,2,4,25,0x2003095,129,1468,468,768,0,5617,3539,4252,2564,12052,1624,19941,509,20420,301,12278,229,1528,1684,29091,3460,5270,4491,20219,4150,20166,1010,1321,3827,7628,914
1101,BAPHOMET_,Baphomet Jr.,Baphomet Jr.,47,2035,0,486,548,1,213,43,70,25,52,60,36,17,52,25,10,12,0,6,27,0x2003695,129,868,480,120,0,25681,4797,22197,2116,16032,4952,7210,3807,1294,2542,635,3178,16563,433,6400,165,28485,3228,2051,4736,19102,1932,6500,488,4098,3769
1102,BATHORY,Bathory,Bathory,168,5242,1,1170,1364,1,216,22,61,89,66,38,40,77,56,50,10,12,1,7,27,0x3695,1,1504,840,900,0,24193,4838,24303,2517,4533,928,20500,3378,31290,3193,31286,763,16582,4656,24302,1524,22517,403,20256,4394,19181,897,7518,736,6400,4591
1103,CARAMEL,Caramel,Caramel,11,518,1,162,183,1,41,4,39,0,19,10,15,10,32,5,10,12,0,2,22,0x91,129,1604,840,756,0,7825,832,5903,2127,6008,2055,19501,2249,29006,1818,13942,4222,18507,4106,5346,3993,6526,3143,4213,3958,5633,2801,12413,121,2798,480
1104,COCO,Coco,Coco,36,836,1,270,305,1,51,14,37,0,22,13,30,20,38,10,10,12,0,2,22,0x91,129,1864,864,1008,0,5016,600,18137,3230,12885,4574,14062,840,6003,4747,27152,505,16437,614,1567,3565,22513,1910,2854,541,13026,4138,27343,3832,4210,2934
1105,DENIRO,Deniro,Deniro,40,671,1,207,233,1,54,9,52,16,15,16,30,10,23,15,10,12,0,4,22,0x2001081,129,1288,288,576,0,1402,495,20102,4498,12123,576,4446,1311,19181,2756,7301,1264,5785,4806,22534,4337,1499,1180,2843,1876,16600,1952,4192,2589,13279,4241
1106,DESERT_WOLF,Desert Wolf,Desert Wolf,161,9447,1,1800,1350,1,628,13,114,47,93,69,63,61,82,42,10,12,1,2,23,0x308D,1,1120,420,288,0,12131,2498,19409,2196,19344,406,12097,328,7019,4082,1835,765,28257,2501,18546,2764,6790,1752,7256,3733,913,4696,19580,1896,16447,3714
1107,DESERT_WOLF_B,Desert Wolf Baby,Baby Desert Wolf,13,140,1,90,68,1,42,5,13,0,10,12,8,5,17,7,10,12,0,2,23,0x1081,129,1600,900,240,0,988,3139,2539,4342,28007,3876,19976,889,4608,384,12459,1744,13790,4746,7585,368,14717,3618,13225,4542,31161,3442,20006,2091,15039,4899
1108,DEVIACE,Deviace,Deviace,71,3135,1,658,740,1,174,40,51,16,57,26,32,25,45,15,10,12,1,5,81,0x91,129,1680,480,384,0,18929,3148,13956,3935,14153,3989,583,3806,12091,4207,4091,2341,11586,4544,13510,4539,20138,2319,4536,2941,12519,3416,19531,1757,19571,1167
1109,DEVIRUCHI,Deviruchi,Deviruchi,40,8912,1,1806,2166,1,517,44,72,16,61,49,30,85,99,5,10,12,0,6,27,0x2003695,1,980,600,384,0,7723,1793,15063,2566,19583,4444,6562,835,22770,2573,31194,1402,12803,978,4695,4408,6914,3699,4750,3941,22822,3698,6063,2533,2413,4374
1110,DOKEBI,Dokebi,Dokebi,63,2820,1,675,759,1,198,59,85,20,52,56,35,20,60,25,10,12,0,6,27,0x2000091,129,1156,456,384,0,4173,3225,20037,2921,14123,4710,19724,3140,4742,4417,31267,2736,1474,2642,11042,846,4655,4589,9020,3242,19969,691,9043,4406,6690,4145
1111,DRAINLIAR,Drainliar,Drainliar,49,1162,1,389,438,1,158,24,50,15,35,34,24,22,50,20,10,12,0,2,47,0x3095,1,1276,576,384,0,17139,3554,12692,3644,24210,2397,4416,3360,4954,3012,14144,2882,6645,2236,31104,2136,1771,842,12103,2958,18000,526,14753,3228,14103,4746
1112,DRAKE,Drake,Drake,137,804500,1,515160,417960,1,221,1228,279,135,121,103,114,107,135,71,10,12,1,1,29,0x6283695,1,620,420,360,257580,20123,1481,13973,1733,12078,4808,15069,212,22124,3229,12398,4789,22108,1016,7456,4587,12745,1677,1353,2667,27336,866,20184,527,5196,3047
1113,DROPS,Drops,Drops,1,45,1,27,20,1,13,1,16,0,8,1,1,0,6,2,10,12,1,3,23,0x83,1,1372,672,480,0,22518,2937,17659,1308,5165,3575,27260,2158,7409,4224,6290,2598,17399,2798,19247,4816,15405,4847,7715,1762,13731,2714,13289,4304,5945,744
1114,DUSTINESS,Dustiness,Dustiness,36,2026,1,602,678,1,253,46,69,50,46,22,46,60,68,105,10,12,0,4,44,0x2000091,1,1004,504,384,0,2397,1597,7163,1700,22567,3529,19623,3822,6413,2991,6790,4453,5022,2550,6141,3668,6210,2801,6699,1976,12811,2287,15094,4308,20350,1653
1115,EDDGA,Eddga,Eddga,114,947500,1,198000,148500,1,436,1303,166,70,92,80,103,66,90,85,10,12,2,2,23,0x6283695,129,872,1344,432,99000,5515,3446,4979,3715,28913,3176,1362,4999,2749,1580,18934,2868,17277,4435,12071,1943,13420,4335,1562,4132,14094,4565,5464,2905,7703,2831
1116,EGGYRA,Eggyra,Eggyra,46,1676,1,330,689,1,111,43,85,20,46,25,25,15,52,20,10,12,1,0,48,0x91,1,1816,816,288,0,5771,4002,6402,1380,20235,2757,31230,3020,5635,546,13699,4374,2802,4804,7172,4265,15204,3531,7459,3212,17440,3182,6862,1996,4037,4704
1117,EVIL_DRUID,Evil Druid,Evil Druid,76,5149,1,1339,1280,1,455,19,88,45,62,32,24,45,71,5,10,12,2,1,89,0x3695,129,2276,576,336,0,5971,651,7910,4838,16026,1723,14052,3155,2168,3524,20149,1239,5563,2594,17092,3570,28433,2512,1488,3245,11506,3741,6186,1766,19553,4315
1118,FLORA,Flora,Flora,72,2301,1,531,597,1,249,48,99,29,49,29,35,5,42,80,10,12,2,3,22,0x84,1,1432,432,576,0,16744,2945,4988,260,20257,870,4009,4020,15108,4537,7023,4405,13636,4198,31563,3522,7073,3883,1497,2836,4743,1468,13654,4358,31330,1676
1119,FRILLDORA,Frilldora,Frilldora,36,1821,1,486,548,1,169,37,84,10,48,38,38,15,46,30,10,12,1,2,23,0x3885,129,1540,720,432,0,20104,4117,12205,2702,7554,2045,14091,3777,908,2942,1840,3077,12379,312,4702,1973,19962,3632,14559,459,2256,381,5425,3567,31511,226
1120,GHOSTRING,Ghostring,Ghostring,83,26700,1,4305,4467,1,281,304,88,72,66,85,66,66,99,66,10,12,1,6,88,0x6203695,129,1220,1080,648,0,4499,4913,13641,1314,25675,3535,4471,1199,16009,322,4312,3514,661,2635,6885,3517,13994,4814,7838,1679,17096,4605,13891,1882,7393,3438
1121,GIEARTH,Giearth,Giearth,50,1118,1,315,354,1,57,20,52,16,27,19,30,10,28,15,10,12,0,6,22,0x2000091,129,1848,1296,432,0,727,578,18864,1511,16638,3909,13259,2781,4289,3500,22985,2693,4745,3903,7204,3617,20099,2433,604,4784,15026,137,17251,3361,22883,3661
1122,GOBLIN_1,Goblin,Goblin,49,1058,1,369,414,1,120,31,56,5,37,54,25,20,36,10,10,12,1,7,24,0x3695,1,1120,620,240,0,13867,4962,22885,925,13160,4856,13070,4516,14569,2296,6180,1129,6925,371,17093,3602,31095,4387,4501,3851,1119,1518,6502,770,1583,4837
1123,GOBLIN_2,Goblin,Goblin,57,931,1,333,374,1,72,30,52,5,33,16,24,15,58,10,10,12,1,7,23,0x3095,129,1320,620,240,0,5424,2928,19761,2582,19586,3876,2608,721,19114,3685,5565,3952,4909,3535,14186,4796,22552,4589,22546,4462,6756,258,5433,4614,6319,4233
1124,GOBLIN_3,Goblin,Goblin,37,930,1,333,374,1,135,22,47,5,30,16,24,15,17,10,10,12,1,7,25,0x308D,129,1624,624,240,0,7636,3684,23187,1922,19839,2462,18621,4038,25133,4708,13912,1770,4941,2724,2377,1141,16557,1960,2180,4138,1227,3755,12093,2190,14533,2755
1125,GOBLIN_4,Goblin,Goblin,53,1494,1,396,446,1,35,16,70,3,31,27,46,15,34,10,10,12,1,7,22,0x308D,129,1624,624,240,0,20512,786,6056,2848,19932,3606,6543,1514,12730,276,7150,341,5620,2071,728,1430,14108,3808,23087,3100,20133,2010,18124,207,5263,2780
1126,GOBLIN_5,Goblin,Goblin,35,2342,1,486,548,1,205,19,64,5,51,37,22,15,38,10,10,12,1,7,21,0x308D,1,3074,1874,480,0,31576,713,6927,1550,14328,4582,13821,3773,12406,1818,24211,4411,1365,2818,18938,3527,5573,1408,14067,471,1657,1402,14204,4475,31241,4843
1127,HODE,Hode,Hode,60,2676,1,632,710,1,40,52,91,24,61,16,42,5,29,40,10,12,1,2,42,0x81,129,1480,480,720,0,6113,323,4981,4566,4522,3846,28438,638,20312,3707,1753,4485,5764,2020,12569,4354,12545,1829,548,1746,2251,2519,6653,3380,2261,4241
1128,HORN,Horn,Horn,50,705,1,216,243,1,101,10,52,8,10,12,36,25,21,35,10,12,1,4,22,0x2000091,129,1528,528,288,0,13996,3230,11602,4408,5554,1005,6915,4608,16371,4306,2608,405,13179,602,13760,4882,7292,3548,1376,3404,5539,3668,18744,4471,14618,990
1129,HORONG,Horong,Horong,58,2304,1,781,879,1,63,97,84,35,36,32,35,45,56,25,10,12,0,0,83,0x308D,1,1888,1152,828,0,5204,2637,12161,1687,2969,2403,7447,3582,4433,2719,20941,2306,6941,4776,1818,2291,12315,1362,7116,3884,31011,1700,6120,3090,7303,4367
1130,JAKK,Jakk,Jakk,78,2054,1,632,710,1,389,21,90,25,58,43,42,25,55,15,10,12,1,0,43,0x3695,1,1180,480,648,0,1816,4684,6354,2611,18629,787,29092,666,11599,2314,22781,2820,4249,1505,19646,594,1566,3462,4788,3523,16018,1063,22703,1390,4407,3889
1131,JOKER,Joker,Joker,92,6022,1,1618,1821,1,404,20,64,76,84,99,30,50,77,35,10,12,2,7,84,0x3695,129,1364,864,432,0,2435,761,28906,1784,622,1324,13630,834,12762,4081,17314,2003,7437,3887,14144,1500,20194,3559,11515,1147,15093,3643,6749,4938,4259,2768
1132,KHALITZBURG,Khalitzburg,Khalitzburg,203,23986,1,2862,2147,1,2392,120,125,10,121,48,40,31,89,32,10,12,2,1,29,0x3695,129,528,1000,396,0,16585,243,12944,3052,12230,3076,16549,2353,12547,683,4692,318,2190,808,13911,1250,20860,810,2940,1384,18679,4427,31048,2541,27013,1683
1133,KOBOLD_1,Kobold,Kobold,173,10483,1,2274,1706,1,1076,67,103,25,109,76,61,53,82,30,10,12,1,7,44,0x308D,129,1028,528,360,0,7008,1109,18149,2157,6710,4024,24359,516,6849,4666,28321,785,31013,507,2004,697,24287,2154,5370,1020,7666,4976,2381,3225,14034,2900
1134,KOBOLD_2,Kobold,Kobold,143,9152,1,1944,1458,1,340,40,117,59,96,61,55,48,79,20,10,12,1,7,45,0x308D,129,1528,528,360,0,6596,2836,14518,2799,2546,4411,18646,3100,4185,3381,13809,3531,13269,1738,5171,3919,25692,948,740,549,31036,4299,6160,2660,12564,1993
1135,KOBOLD_3,Kobold,Kobold,122,9078,1,1827,1371,1,163,126,109,48,103,64,59,42,67,20,10,12,1,7,43,0x308D,129,1228,528,360,0,1515,3204,5815,3551,4130,3926,13781,1448,6886,3848,20446,3127,31146,3608,11509,3209,22843,1741,13896,4925,28226,1966,17465,3957,1562,135
1136,KOBOLD_4,Kobold,Kobold,32,10,1,4582500,4582500,1,283,28,1,1,1,31,31,20,55,20,10,12,1,7,45,0x308D,129,1528,528,360,0,6723,2108,13529,4815,5155,551,20066,2703,6457,1612,11505,4262,2206,3275,510,251,5107,2694,18821,495,7500,1172,31161,3478,12344,4479
1137,KOBOLD_5,Kobold,Kobold,45,10,1,4582500,4582500,1,226,45,1,1,1,31,31,20,88,20,10,12,1,7,43,0x308D,129,1228,528,360,0,7415,2376,20706,2989,5562,4387,17204,1005,1621,4042,1119,3311,4717,4709,31540,1359,1671,4487,13345,2060,4337,1377,1211,4852,13165,961
1138,MAGNOLIA,Magnolia,Magnolia,21,1984,1,441,495,1,131,209,51,8,49,25,21,50,28,85,10,12,0,6,21,0x2000083,129,1054,504,432,0,19596,4186,18675,2623,6881,3890,7245,4827,7578,3245,28453,3843,24312,2788,1573,2525,7458,2716,19407,160,6191,1929,22745,3302,4162,2735
1139,MANTIS,Mantis,Mantis,65,2719,1,594,669,1,134,10,90,0,55,33,24,5,42,15,10,12,1,4,22,0x2003095,1,1528,660,432,0,22112,3881,4823,818,22642,656,18695,868,2964,1383,31520,567,20923,3195,1931,3883,7912,2158,5734,2232,12630,2403,22106,4905,1831,1776
1140,MARDUK,Marduk,Marduk,72,2893,1,774,872,1,219,54,66,43,66,49,21,40,66,25,10,12,2,7,23,0x3095,129,1540,840,504,0,2376,4921,14086,2722,27178,101,18790,2881,12473,4047,16003,1600,24312,1979,27179,3470,4699,2195,7597,3460,19752,1715,20379,3255,9005,3929
1141,MARINA,Marina,Marina,38,1209,1,340,381,1,92,16,20,19,24,27,18,22,29,15,10,12,0,3,41,0x81,1,2280,1080,864,0,13441,1648,5781,1536,7565,2381,12309,1368,2744,2741,18676,4072,6912,3879,14549,1603,19557,2138,7284,2813,17162,3294,25044,3605,1124,535
1142,MARINE_SPHERE,Marine Sphere,Marine Sphere,55,1924,1,446,503,1,1,1,41,28,10,16,35,25,26,5,10,12,0,3,41,0x0,1,1201,1,1,0,7009,3990,4565,3997,22875,3574,25672,1010,1017,4434,24119,4781,12850,3602,2233,711,6687,706,1003,650,994,1868,7536,277,2357,1137
1143,MARIONETTE,Marionette,Marionette,158,7166,1,1442,2009,1,175,145,35,24,52,79,28,105,72,20,10,12,0,6,68,0x2003095,1,1480,480,1056,0,7271,4285,6495,4005,6121,4306,1639,4415,27311,1393,2792,3199,4157,405,5199,2840,6468,1701,19407,1610,19549,3372,12919,1446,16560,3966
1144,MARSE,Marse,Marse,26,1456,1,389,438,1,111,12,38,18,33,17,25,10,33,10,10,12,0,5,41,0x91,1,1956,756,528,0,12041,3907,2694,2817,27291,1952,4281,3619,13621,1759,24092,4475,14506,2822,1467,1593,19566,1420,20104,1035,6115,1566,4644,3972,31550,2276
1145,MARTIN,Martin,Martin,54,1056,1,311,350,1,52,23,58,19,25,29,28,15,30,10,10,12,0,2,42,0x81,129,1480,480,480,0,1203,808,24031,2745,22838,3749,29009,1565,24269,4269,1126,119,31456,2551,26107,3557,21012,3591,20253,2122,6083,2878,12970,2827,19665,4347
1146,MATYR,Matyr,Matyr,92,2087,1,495,557,1,227,25,63,5,48,20,21,17,43,10,10,12,1,2,27,0x3095,1,432,432,360,0,4503,687,18517,2975,13818,1053,19517,2505,1737,1329,12880,1640,12312,1822,4601,4949,18556,309,4751,295,17024,1657,16386,960,5688,4922
1147,MAYA,Maya,Maya,32,380000,1,178560,133920,1,373,339,183,50,88,72,76,102,92,76,10,12,2,4,82,0x6283695,129,864,1000,480,89280,7378,1576,14182,1493,5833,3443,4107,2233,19720,1773,14212,1463,28913,4432,5270,4974,13014,2636,4530,1448,5816,4090,1224,2867,5086,2560
1148,MEDUSA,Medusa,Medusa,96,10045,1,1737,1302,1,171,72,87,66,99,68,65,79,69,15,10,12,1,6,40,0x2003695,1,1720,1320,360,0,7567,4874,19767,4164,19677,566,7452,4064,16623,4889,1114,4312,1481,620,6117,3986,20183,969,16691,4348,24207,2901,5536,3330,12283,4884
1149,MINOROUS,Minorous,Minorous,89,1893,1,544,602,1,320,23,100,10,65,42,36,43,55,25,10,12,2,2,43,0x3095,129,1360,960,432,0,1280,245,1446,4329,1217,378,1771,4111,13885,2311,22627,3115,18512,138,6167,394,5728,2781,17231,3744,9060,1189,29152,1312,17475,1401
1150,MOONLIGHT,Moonlight Flower,Moonlight Flower,129,324000,1,334080,271440,1,3129,626,154,81,86,102,93,82,131,120,10,12,1,6,63,0x6283695,129,1276,576,288,167040,22901,3629,31147,107,14129,2189,5449,251,684,4906,9054,1647,6263,661,2251,2474,2727,4338,7230,755,5104,4870,17078,890,20420,4565
1151,MYST,Myst,Myst,67,1223,1,396,446,1,46,20,61,10,35,37,20,10,41,10,10,12,2,0,25,0x3695,129,1576,576,384,0,14203,4248,5683,862,16314,1154,2826,4433,6479,2679,946,983,5014,3329,5727,4639,20159,292,5747,144,2467,3814,22645,4370,6968,1622
1152,ORC_SKELETON,Orc Skeleton,Orc Skeleton,40,2077,1,459,524,1,56,19,82,10,52,16,24,5,22,5,10,12,1,1,29,0x3885,129,2420,720,648,0,12261,4344,1283,765,9021,442,14577,3724,4568,4019,9058,2481,17115,282,24007,3936,6057,1609,12486,759,1271,4133,28551,919,19758,4940
1153,ORC_ZOMBIE,Orc Zombie,Orc Zombie,33,1908,1,430,498,1,75,7,71,5,45,17,32,5,52,5,10,12,1,1,29,0x3885,1,2852,1152,840,0,31045,2765,7602,4535,19657,559,2474,1925,4444,498,7390,899,12845,3046,6167,4713,7706,1338,2160,2300,7851,4050,14546,1641,13990,2154
1154,PASANA,Pasana,Pasana,10,3510,1,972,1194,1,594,44,93,35,76,36,33,20,67,5,10,12,1,7,43,0x3095,1,976,576,288,0,13505,4032,609,1122,25147,3568,1529,3695,6249,2526,1079,638,6199,2376,7287,1929,722,2030,15184,747,12543,3127,18100,4739,4161,1638
1155,PETIT,Petite,Petite,160,5799,1,1170,1317,1,213,42,99,49,55,32,38,37,54,20,10,12,1,9,22,0x3095,1,2468,768,480,0,17425,2965,13271,1562,2521,4815,2492,1384,4919,4473,2509,3568,16309,2218,5664,2328,22067,2025,18910,4138,4912,4730,16692,753,17042,4372
1156,PETIT_,Petite,Petite,35,3556,1,900,1013,1,154,52,86,42,63,39,31,55,72,85,10,12,1,9,24,0x3095,1,1872,672,288,0,2294,4329,4025,2014,24325,794,2279,3865,24416,3974,18123,3829,32206,4609,31309,4122,28100,4060,16360,1693,5759,1261,14259,4708,2451,1350
1157,PHARAOH,Pharaoh,Pharaoh,52,500000,1,417600,334080,1,2526,1371,124,269,98,102,96,142,144,102,10,12,2,7,67,0x6283695,129,868,768,288,208800,16134,4873,7114,4469,2026,1528,7860,640,24388,3219,4304,4039,5674,1396,16765,2198,13211,480,2297,1444,17103,669,517,4454,6259,4642
1158,PHEN,Phen,Phen,82,1963,1,446,503,1,53,44,44,11,54,15,35,15,25,15,10,12,1,5,41,0x91,129,2544,1344,1152,0,11702,3689,24272,802,4836,555,24201,4636,1232,4339,1806,322,7598,2852,4559,3048,12592,3054,31104,2341,4610,2815,2405,1499,20130,2152
1159,PHREEONI,Phreeoni,Phreeoni,48,300000,1,116000,180000,1,66,1758,269,98,88,70,112,87,102,71,10,12,2,2,60,0x6283695,1,1020,1020,288,58000,7167,2621,7634,2884,13833,2191,7524,342,24276,2484,16653,1451,1596,286,560,4254,22649,1843,2195,4569,2664,1755,560,4156,12526,924
1160,PIERE,Piere,Piere,37,696,1,216,243,1,60,17,57,16,19,19,36,8,27,15,10,12,0,4,22,0x2001081,129,1288,288,576,0,17238,4241,5715,4591,4093,498,2403,3190,22642,695,1188,1180,5191,574,2465,1716,12760,3314,19050,1309,12965,2775,19154,3239,18978,710
1161,PLANKTON,Plankton,Plankton,46,1232,1,334,375,1,113,42,28,28,23,53,25,55,35,14,10,12,0,3,61,0x81,129,2208,1008,324,0,4798,2383,4445,2094,18137,3687,7508,226,2323,1686,20704,3074,31595,3305,6735,3336,13952,4028,6744,2768,12561,951,11526,4850,16389,1369
1162,RAFFLESIA,Rafflesia,Rafflesia,48,5819,1,1170,1317,1,201,34,86,2,47,41,44,29,65,31,10,12,0,3,22,0x3885,1,512,528,240,0,2479,4400,6429,1146,19857,1574,7766,2808,13818,4004,4332,4712,1205,1991,2855,1437,7146,3229,14144,2438,2516,1156,4884,921,14057,1473
1163,RAYDRIC,Raydric,Raydric,216,18408,1,2770,2076,1,972,99,89,15,129,87,55,32,76,27,10,12,2,7,47,0x3095,129,824,780,420,0,13998,719,7120,4708,28446,1754,4135,1050,15033,143,19566,4921,4474,1502,4690,4835,20282,844,22214,2457,19725,4030,9029,1070,18660,843
1164,REQUIEM,Requiem,Requiem,23,3089,1,738,831,1,538,91,88,20,58,34,35,12,42,10,10,12,1,7,27,0x3885,129,1516,816,432,0,18724,2877,12099,4237,18584,4669,14525,3072,13195,4052,7443,3362,4356,4191,6499,2386,1446,4418,19782,3845,4512,4347,1407,4756,31064,3638
1165,SAND_MAN,Sandman,Sandman,63,2887,1,626,705,1,199,69,126,24,44,8,55,15,31,25,10,12,1,0,62,0x3885,1,1672,720,288,0,6093,1173,4381,307,18507,472,1202,310,19094,635,27317,3441,5337,193,16022,2689,13982,2533,12821,3809,24401,3372,19949,4879,7420,3144
1166,SAVAGE,Savage,Savage,53,2301,1,573,644,1,255,16,126,3,56,21,54,10,47,15,10,12,2,2,42,0x91,1,1960,960,384,0,1227,4858,13655,4329,16709,1426,1739,2744,2151,2391,5146,2944,13852,4007,20296,1354,6610,729,27312,2856,14124,4466,4408,3440,12647,2258
1167,SAVAGE_BABE,Savage Babe,Savage Babe,16,180,1,90,68,1,16,7,22,0,16,8,9,5,21,18,10,12,0,2,22,0x81,129,1624,624,576,0,1985,2841,21010,4694,2161,4046,18792,3723,4271,4956,7893,2429,29000,1010,13007,3403,24302,2879,19767,3056,5080,4958,14553,3078,2470,2871
//1168,SCORPION_KING,Scorpion King,Scorpion King,50,5719,1,1968,1211,1,600,713,64,10,1,50,47,1,83,30,10,12,2,7,23,0x1B1,200,1700,1000,500,0,0,0,0,0,0,0,994,45,1046,4850,1005,15,904,5000,943,3000,509,700,0,0,0,0,0,0,4130,1
1169,SKEL_WORKER,Skeleton Worker,Skeleton Worker,21,1240,1,333,374,1,80,12,45,5,30,13,22,10,37,25,10,12,1,1,29,0x3885,129,2420,720,384,0,27258,3001,997,1219,7872,1798,12534,968,1747,4283,17117,1671,2412,3470,31173,1898,5303,1295,27159,3809,20263,1249,2575,2868,584,1101
1170,SOHEE,Sohee,Sohee,59,2875,1,594,669,1,222,14,61,21,61,24,29,20,37,25,10,12,1,6,21,0x2000091,1,2112,912,576,0,6898,594,19541,4472,22520,4028,18806,867,7528,949,31393,4062,25187,1200,7622,4471,5574,4800,15103,3647,25166,1678,22752,3969,19770,4847
//1171,SOLDIER_ANDRE,Soldier Andre,Soldier Andre,22,1245,0,219,138,1,105,127,20,0,1,22,44,20,40,10,10,12,0,4,42,0x3095,200,1001,1,1,0,0,0,0,0,0,0,1014,2700,911,800,757,10,1111,15,1001,30,943,150,0,0,0,0,0,0,4059,1
//1172,SOLDIER_DENIRO,Soldier Deniro,Soldier Deniro,29,2047,0,450,274,1,162,193,20,0,1,29,58,20,54,10,10,12,0,4,42,0x3095,200,2000,1000,500,0,0,0,0,0,0,0,1014,5500,911,2000,757,15,1111,20,943,270,1001,50,0,0,0,0,0,0,4059,1
//1173,SOLDIER_PIERE,Soldier Piere,Soldier Piere,23,1217,0,240,149,1,109,131,25,0,1,23,46,20,38,10,10,12,0,4,42,0x3095,200,1001,1,1,0,0,0,0,0,0,0,1014,3100,911,800,911,10,1114,15,1001,35,943,200,0,0,0,0,0,0,4059,1
